19900809,143,10
19900816,160,6
19900823,151,9
19900830,166,5
19900906,160,8
19900913,178,5
19900920,171,8
19900927,146,11
19901004,152,7
19901011,134,11
19901018,132,9
19901025,148,7
19901101,144,8
19901108,140,9
19901115,161,6
19901122,144,11
19901129,149,7
19901206,135,11
19901213,126,11
19901220,147,5
19901227,173,1
19910103,199,3
19910110,166,12
19910117,148,9
19910124,153,8
19910131,149,9
19910207,156,7
19910214,139,9
19910221,161,6
19910228,149,8
19910307,133,12
19910314,132,9
19910321,147,7
19910328,141,9
19910404,157,7
19910411,137,9
19910418,142,7
19910425,146,8
19910502,152,7
19910509,154,7
19910516,142,10
19910523,146,8
19910530,132,11
19910606,140,7
19910613,131,12
19910620,141,9
19910627,157,7
19910704,150,9
19910711,159,7
19910718,151,8
19910725,141,10
19910801,148,6
19910808,155,6
19910815,155,9
19910822,150,10
19910829,140,11
19910905,156,9
19910912,150,11
19910919,147,8
19910926,165,7
19911003,154,10
19911010,171,6
19911017,173,10
19911024,182,8
19911031,185,7
19911107,174,8
19911114,145,13
19911121,128,12
19911128,121,12
19911205,108,12
19911212,120,8
19911219,135,7
19911226,165,3
19920102,192,2
19920109,139,18
19920116,142,10
19920123,127,12
19920130,139,8
19920206,138,9
19920213,111,15
19920220,118,11
19920227,123,11
19920305,132,10
19920312,117,13
19920319,130,8
19920326,117,13
19920402,117,10
19920409,126,10
19920416,129,11
19920423,134,12
19920430,131,12
19920507,118,10
19920514,122,10
19920521,133,11
19920528,142,9
19920604,129,14
19920611,115,11
19920618,118,13
19920625,129,7
19920702,135,9
19920709,125,14
19920716,125,11
19920723,137,11
19920730,139,9
19920806,127,9
19920813,141,10
19920820,137,11
19920827,139,8
19920903,131,11
19920910,137,8
19920917,144,10
19920924,135,10
19921001,133,15
19921008,140,13
19921015,158,9
19921022,152,13
19921029,138,10
19921105,141,11
19921112,134,10
19921119,128,13
19921126,133,11
19921203,121,16
19921210,129,8
19921217,132,10
19921224,160,5
19921231,195,3
19930107,202,9
19930114,177,10
19930121,148,10
19930128,148,13
19930204,150,10
19930211,129,13
19930218,130,15
19930225,117,13
19930304,137,10
19930311,134,13
19930318,140,9
19930325,157,9
19930401,125,13
19930408,134,11
19930415,152,8
